Gene loci,Bprom,DeepTFactor
BPSL1543, Number of predicted promoters -1,False
BPSL1544, Number of predicted promoters -1,False
BPSL1545, Number of predicted promoters -0,False
BPSL1546, Number of predicted promoters -1,False
BPSL1547, Number of predicted promoters -1,False
BPSL1548, Number of predicted promoters -2,False
BPSL1549, Number of predicted promoters -0,False
BPSL1550, Number of predicted promoters -1,False
BPSL1551, Number of predicted promoters -1,False
BPSL1552, Number of predicted promoters -1,False
BPSL1553, Number of predicted promoters -0,False
BPSL1554, Number of predicted promoters -0,False
BPSL1555, Number of predicted promoters -2,False
BPSL1556, Number of predicted promoters -2,False
BPSL1557, Number of predicted promoters -0,False
BPSL1558, Number of predicted promoters -2,False
BPSL1559, Number of predicted promoters -2,False
BPSL1560, Number of predicted promoters -0,False
BPSL1561, Number of predicted promoters -1,False
BPSL1562, Number of predicted promoters -1,True
BPSL1563, Number of predicted promoters -1,False
BPSL1564, Number of predicted promoters -0,False
BPS_RS08310, Number of predicted promoters -0,False
BPS_RS08315, Number of predicted promoters -0,False
BPSL1565, Number of predicted promoters -2,True
BPSL1566, Number of predicted promoters -0,False
BPSL1567, Number of predicted promoters -0,False
BPSL1568, Number of predicted promoters -0,False
BPSL1569, Number of predicted promoters -1,False
BPSL1570, Number of predicted promoters -0,False
BPSL1571, Number of predicted promoters -1,False
BPSL1572, Number of predicted promoters -1,True
BPSL1573, Number of predicted promoters -0,False
BPSL1574, Number of predicted promoters -0,False
BPSL1575, Number of predicted promoters -0,False
BPSL1576, Number of predicted promoters -0,False
BPSL1577, Number of predicted promoters -0,False
BPSL1578, Number of predicted promoters -0,True
BPSL1579, Number of predicted promoters -2,False
BPSL1580, Number of predicted promoters -1,False
BPSL1581, Number of predicted promoters -1,False
BPSL1582, Number of predicted promoters -1,False
BPSL1583, Number of predicted promoters -2,False
BPSL1584, Number of predicted promoters -0,pseudogene
BPSL1586, Number of predicted promoters -0,pseudogene
BPSL1588, Number of predicted promoters -1,True
BPSL1589, Number of predicted promoters -1,False
BPSL1590, Number of predicted promoters -0,False
BPSL1591, Number of predicted promoters -1,False
BPSL1592, Number of predicted promoters -0,False
BPSL1592A, Number of predicted promoters -0,False
BPSL1593, Number of predicted promoters -2,False
BPSL1594, Number of predicted promoters -1,False
BPS_RS08465, Number of predicted promoters -0,False
BPSL1595, Number of predicted promoters -0,False
BPSL1596, Number of predicted promoters -0,False
BPSL1598, Number of predicted promoters -1,False
BPSL1599, Number of predicted promoters -0,False
BPSL1600, Number of predicted promoters -0,False
BPSL1601, Number of predicted promoters -0,False
BPSL1602, Number of predicted promoters -0,False
BPSL1603, Number of predicted promoters -0,False
BPSL1604, Number of predicted promoters -0,False
BPSL1605, Number of predicted promoters -0,False
BPSL1606, Number of predicted promoters -0,False
BPSL1607, Number of predicted promoters -1,False
BPSL1608, Number of predicted promoters -0,False
BPSL1609, Number of predicted promoters -0,False
BPSL1610, Number of predicted promoters -0,False
BPSL1611, Number of predicted promoters -0,False
BPSL1612, Number of predicted promoters -1,False
BPSL1613, Number of predicted promoters -0,False
BPSL1614, Number of predicted promoters -0,False
BPSL1615, Number of predicted promoters -0,False
BPSL1616, Number of predicted promoters -1,False
BPSL1617, Number of predicted promoters -1,False
BPS_RS08580, Number of predicted promoters -1,False
BPSL1618, Number of predicted promoters -1,False
BPS_RS08590, Number of predicted promoters -2,False
BPSL1619, Number of predicted promoters -1,pseudogene
BPSL1621, Number of predicted promoters -0,False
BPSL1622, Number of predicted promoters -2,False
BPSL1623, Number of predicted promoters -1,False
BPSL1625, Number of predicted promoters -2,False
BPS_RS08620, Number of predicted promoters -1,False
BPSL1626, Number of predicted promoters -2,False
BPSL1627, Number of predicted promoters -1,False
BPSL1628, Number of predicted promoters -1,False
BPSL1629, Number of predicted promoters -2,False
BPSL1631, Number of predicted promoters -2,False
BPSL1632, Number of predicted promoters -1,False
BPSL1633, Number of predicted promoters -1,True
BPSL1634, Number of predicted promoters -4,False
BPSL1635, Number of predicted promoters -2,True
BPS_RS08675, Number of predicted promoters -1,False
BPSL1636, Number of predicted promoters -1,False
BPSL1637, Number of predicted promoters -3,False
BPSL1638, Number of predicted promoters -1,False
BPSL1639, Number of predicted promoters -1,pseudogene
BPSL1642, Number of predicted promoters -1,True
BPSL1643, Number of predicted promoters -1,False
BPSL1644, Number of predicted promoters -0,False
BPSL1645, Number of predicted promoters -2,False
BPSL1646, Number of predicted promoters -2,False
BPSL1647, Number of predicted promoters -2,False
BPSL1648, Number of predicted promoters -1,False
BPSL1649, Number of predicted promoters -1,False
BPSL1650, Number of predicted promoters -2,False
BPSL1651, Number of predicted promoters -1,False
BPSL1652, Number of predicted promoters -3,False
BPSL1653, Number of predicted promoters -1,True
BPSL1654, Number of predicted promoters -3,False
BPSL1655, Number of predicted promoters -2,False
BPSL1656, Number of predicted promoters -1,False
BPSL1657, Number of predicted promoters -2,True
BPSL1658a, Number of predicted promoters -1,False
BPSL1659, Number of predicted promoters -2,False
BPSL1660, Number of predicted promoters -2,False
BPSL1661, Number of predicted promoters -5,False
BPSL1662, Number of predicted promoters -0,False
BPSL1663, Number of predicted promoters -1,False
BPSL1664, Number of predicted promoters -3,False
BPSL1665, Number of predicted promoters -2,False
BPSL1666, Number of predicted promoters -6,False
BPSL1667, Number of predicted promoters -2,False
BPSL1668, Number of predicted promoters -1,False
BPSL1668A, Number of predicted promoters -0,pseudogene
BPSL1669, Number of predicted promoters -2,True
BPSL1670, Number of predicted promoters -1,pseudogene
BPSL1671, Number of predicted promoters -1,False
BPSL1672, Number of predicted promoters -2,False
BPS_RS08860, Number of predicted promoters -0,pseudogene
BPSL1674, Number of predicted promoters -1,False
BPSL1675, Number of predicted promoters -0,False
BPSL1676, Number of predicted promoters -1,False
BPSL1677, Number of predicted promoters -0,False
BPSL1678, Number of predicted promoters -1,False
BPSL1679, Number of predicted promoters -1,False
BPSL1680, Number of predicted promoters -1,True
BPSL1681, Number of predicted promoters -2,False
BPSL1682, Number of predicted promoters -0,False
BPSL1683, Number of predicted promoters -1,False
BPSL1684, Number of predicted promoters -1,pseudogene
BPSL1685, Number of predicted promoters -0,pseudogene
BPSL1686, Number of predicted promoters -1,True
BPSL1687, Number of predicted promoters -1,False
BPSL1688, Number of predicted promoters -1,False
BPSL1689, Number of predicted promoters -1,False
BPSL1690, Number of predicted promoters -1,False
BPSL1691, Number of predicted promoters -1,False
BPSL1692, Number of predicted promoters -1,False
BPS_RS08960, Number of predicted promoters -1,pseudogene
BPS_RS08965, Number of predicted promoters -1,pseudogene
BPSL1693, Number of predicted promoters -1,False
BPSL1694, Number of predicted promoters -2,False
BPSL1695, Number of predicted promoters -2,True
BPS_RS31780, Number of predicted promoters -2,pseudogene
BPSL1696, Number of predicted promoters -2,True
BPS_RS08990, Number of predicted promoters -0,False
BPS_RS08995, Number of predicted promoters -0,False
BPS_RS32065, Number of predicted promoters -0,False
BPS_RS09005, Number of predicted promoters -0,pseudogene
BPSL1702, Number of predicted promoters -2,True
BPS_RS09015, Number of predicted promoters -3,pseudogene
BPSL1704a, Number of predicted promoters -1,False
BPSL1705, Number of predicted promoters -9,False
BPS_RS09030, Number of predicted promoters -1,True
BPSL1706, Number of predicted promoters -1,False
BPSL1707, Number of predicted promoters -4,False
BPSL1708, Number of predicted promoters -0,False
BPS_RS09050, Number of predicted promoters -1,pseudogene
BPSL1709, Number of predicted promoters -0,False
BPSL1710, Number of predicted promoters -0,False
BPSL1711, Number of predicted promoters -1,False
BPSL1712, Number of predicted promoters -4,False
BPSL1713, Number of predicted promoters -0,False
BPSL1714, Number of predicted promoters -0,False
BPSL1715, Number of predicted promoters -0,False
BPSL1716, Number of predicted promoters -0,False
BPSL1717, Number of predicted promoters -0,False
BPSL1718, Number of predicted promoters -2,False
BPSL1719, Number of predicted promoters -0,False
BPSL1720, Number of predicted promoters -0,False
BPSL1721, Number of predicted promoters -0,False
BPSL1722, Number of predicted promoters -1,False
BPSL1723, Number of predicted promoters -1,False
BPSL1724, Number of predicted promoters -2,False
BPSL1725, Number of predicted promoters -2,False
BPSL1726, Number of predicted promoters -0,False
BPSL1727, Number of predicted promoters -1,False
BPS_RS09150, Number of predicted promoters -0,False
BPSL1728, Number of predicted promoters -2,False
BPSL1729, Number of predicted promoters -0,True
BPSL1730, Number of predicted promoters -1,False
BPSL1731, Number of predicted promoters -0,False
BPSL1732, Number of predicted promoters -0,False
BPS_RS09180, Number of predicted promoters -0,False
BPSL1733, Number of predicted promoters -1,False
BPSL1734, Number of predicted promoters -0,False
BPSL1735, Number of predicted promoters -0,False
BPSL1736, Number of predicted promoters -0,False
BPSL1737, Number of predicted promoters -0,False
BPSL1738, Number of predicted promoters -0,False
BPSL1739, Number of predicted promoters -0,False
BPSL1740, Number of predicted promoters -0,False
BPS_RS09225, Number of predicted promoters -0,False
BPSL1741, Number of predicted promoters -1,False
BPSL1742, Number of predicted promoters -0,False
BPSL1743, Number of predicted promoters -0,False
BPSL1744, Number of predicted promoters -0,False
BPSL1745, Number of predicted promoters -2,False
BPSL1746, Number of predicted promoters -0,False
BPSL1747, Number of predicted promoters -1,False
BPSL1748, Number of predicted promoters -1,True
BPSL1749, Number of predicted promoters -1,False
BPSL1750, Number of predicted promoters -0,True
BPSL1751, Number of predicted promoters -1,False
BPSL1752, Number of predicted promoters -1,True
BPSL1753, Number of predicted promoters -1,False
BPSL1754, Number of predicted promoters -1,False
BPSL1755, Number of predicted promoters -1,False
BPSL1756, Number of predicted promoters -0,False
BPSL1757, Number of predicted promoters -1,False
BPSL1758, Number of predicted promoters -1,False
BPSL1759, Number of predicted promoters -0,False
BPSL1760, Number of predicted promoters -0,False
BPSL1761, Number of predicted promoters -1,False
BPSL1762, Number of predicted promoters -0,False
BPSL1763, Number of predicted promoters -1,False
BPS_RS09345, Number of predicted promoters -0,False
BPSL1764, Number of predicted promoters -0,False
BPSL1765, Number of predicted promoters -0,False
BPSL1766, Number of predicted promoters -0,False
BPSL1767, Number of predicted promoters -0,False
BPSL1768, Number of predicted promoters -0,False
BPSL1769, Number of predicted promoters -1,False
BPSL1770, Number of predicted promoters -2,False
BPSL1771, Number of predicted promoters -0,False
BPSL1772, Number of predicted promoters -0,False
BPSL1773, Number of predicted promoters -0,False
BPSL1774, Number of predicted promoters -0,False
BPSL1775, Number of predicted promoters -1,False
BPSL1776, Number of predicted promoters -1,False
BPSL1777, Number of predicted promoters -1,False
BPSL1778, Number of predicted promoters -3,False
BPSL1779, Number of predicted promoters -0,False
BPS_RS09435, Number of predicted promoters -0,False
BPSL1780, Number of predicted promoters -2,False
BPSL1781, Number of predicted promoters -0,False
BPSL1782, Number of predicted promoters -0,False
BPSL1783, Number of predicted promoters -0,False
BPSL1784, Number of predicted promoters -0,False
BPSL1785, Number of predicted promoters -0,False
BPSL1786, Number of predicted promoters -1,False
